"ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_W3","JC_English_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","JC_Maths_Points","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Extra_PCG_W2","TIPI_Open_PCG_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2"
3370000,1,1,"Ordinary","Higher",NA,NA,4,3.5,6.5,3,5.5,9,4.5,6.5,6.5,4,5.5,1,NA,NA,4,4.5,6,3.5,3.5,3,2,3,3.5,3.5,2,5,2.5,4,3,2,3,4,4,4,3,4,3,17,0,10,1,3,3,1,0,4,5,5,8,6,6,6,6,6,6,7,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,20,10,89,10,8,8,10,3,4,1,9,3.5,7,6.5,4.5,3,0,0,1,1
3371000,1,1,"Ordinary","Higher",40,40,4.5,1.5,5.5,2,6.5,17,6,4,5.5,4,5,1,0,1,3,4,5,3.5,6,3,6.5,4.5,4,6.5,3.5,7,4.5,4,6,4,0,1,0,4,1,1,0,20,3,14,1,6,6,NA,NA,NA,NA,NA,6,9,9,10,6,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,65,121,8,10,10,9,6,6,5,11,7,1.5,6.5,4.5,3.5,0,0,1,1
3373000,1,1,"Ordinary","Ordinary/Foundation",NA,NA,3,4,5.5,6,5,17,6,4.5,6.5,6.5,6.5,0,NA,NA,5.5,5.5,6,4,5,6.5,3.5,7,3.5,6.5,NA,NA,NA,NA,NA,5,3,2,0,NA,NA,NA,NA,19,3,5,1,5,NA,1,NA,NA,NA,NA,5,6,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,45,60,114,8,8,7,9,3,NA,2,9,7,1.5,3,3,7,1,0,1,1
3374000,1,1,"Higher","Higher",110,NA,3.5,5.5,4.5,5,5,NA,7,6.5,4.5,5.5,5,1,NA,NA,4.5,3.5,6,6.5,5.5,6.5,4.5,6,6.5,6,4.5,4,7,4.5,5,1,0,2,1,1,1,2,2,32,4,12,1,5,5,5,0,4,5,5,9,9,8,9,9,8,8,8,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,85,55,114,9,9,6,8,4,5,5,12,3,1.5,6.5,5,7,0,0,1,1
3375000,1,1,"Ordinary","Ordinary/Foundation",0,0,3.5,6.5,6,4.5,6.5,13,5.5,4,6,3.5,5,0,0,1,6,4,5.5,6,6,5,6.5,3.5,6,5.5,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,18,2,4,1,2,NA,NA,0,5,5,5,10,9,8,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,55,35,114,8,8,7,10,2,4,NA,6,3.5,3,7,1.5,5,0,0,1,1
3377000,1,1,"Ordinary","Ordinary/Foundation",30,30,5.5,3.5,4,3,5,14,6.5,6.5,6.5,2,6,1,0,0,2,7,4,3.5,5,4,6.5,4.5,6.5,6,4,6.5,5.5,6.5,5.5,2,0,0,3,2,0,1,3,18,1,10,1,5,5,3,0,5,5,5,8,9,10,7,8,9,9,7,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,7,40,20,97,6,10,7,8,5,5,3,8,3.5,6,5,1,3.5,0,0,1,1
3379000,1,1,"Higher","Higher",125,NA,4.5,4,3.5,6.5,5.5,14,7,6,7,6.5,7,0,NA,NA,5.5,3.5,6.5,5.5,5.5,6.5,7,7,7,6,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,18,4,11,1,6,NA,4,0,1,2,3,10,9,9,9,NA,NA,NA,NA,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,85,85,131,10,10,9,10,6,NA,3,12,7,7,6.5,4,6.5,0,0,1,1
3382000,1,1,"Higher","Higher",125,NA,1.5,1,1,1,3.5,18,6.5,4.5,6.5,6,5,1,NA,NA,7,6,6.5,7,6,7,5.5,6.5,7,6.5,7,6.5,4.5,7,6,1,0,0,0,3,0,0,0,25,4,12,1,4,5,3,0,1,2,2,9,9,10,10,7,9,10,10,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,90,90,128,9,10,9,10,4,5,3,12,6.5,7,6,7,6.5,0,1,1,1
3383000,1,1,"Higher","Higher",105,NA,4,5,3.5,5,5.5,14,4.5,4,6,2,4.5,1,NA,NA,4,4.5,4,4,5,5.5,4.5,4,4.5,5.5,6,6.5,6,7,4,1,2,4,1,0,1,1,0,20,2,8,1,4,6,NA,0,5,5,5,9,7,6,9,10,8,9,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,11,90,80,145,8,10,6,10,4,6,NA,12,6.5,2.5,1.5,3,3.5,0,0,1,1
3384000,1,1,"Higher","Higher",113,NA,6.5,3.5,6.5,5.5,5,18,6,6,7,4,6.5,1,NA,NA,5.5,5,6.5,5.5,4.5,5.5,6.5,7,7,5,5.5,6,7,6,4.5,0,0,0,0,1,1,1,1,32,4,14,1,5,6,5,0,1,5,0,10,9,10,10,9,8,9,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,100,80,121,10,10,10,10,5,6,5,11,7,7,7,6.5,6.5,0,1,0,1
3385000,1,1,"Higher","Higher",NA,NA,2,6.5,4,3.5,4.5,20,6,4.5,7,6.5,5.5,0,NA,NA,3,3.5,3.5,6.5,5,4.5,7,5.5,7,5,NA,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA,30,4,16,1,6,NA,5,0,5,5,5,9,9,10,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,12,100,65,145,5,10,9,7,6,3,3,11,7,5,6.5,3,6,0,0,1,1
3387000,1,1,"Higher","Higher",95,95,3,5.5,6,6,5,16,7,6.5,7,6.5,7,1,NA,NA,6,5,6,6.5,5,7,7,7,7,5.5,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,19,3,10,1,4,NA,3,0,3,5,0,10,9,10,10,NA,NA,NA,NA,0,0,1,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,60,70,103,7,10,10,10,5,NA,3,10,7,7,2.5,4,7,0,0,0,1
3388000,1,1,"Ordinary","Higher",40,40,4.5,6,4,6,5,10,6.5,6,4,6,6,1,NA,NA,4.5,4,5.5,6.5,5,4.5,7,4.5,4.5,7,4.5,7,7,4.5,7,0,0,3,0,2,0,4,0,18,4,9,1,4,2,3,0,4,5,5,10,9,7,10,8,9,6,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,8,50,55,124,8,8,5,10,4,3,2,8,6,4.5,1,3,6.5,0,0,1,NA
3389000,1,1,"Ordinary","Higher",46,46,4,3,4,5.5,5.5,11,4,7,7,7,3.5,1,0,0,1,4,4,3,3.5,1,4,4,4,2.5,NA,NA,NA,NA,NA,8,3,8,5,NA,NA,NA,NA,19,4,13,1,5,NA,5,0,1,5,0,2,6,2,5,NA,NA,NA,NA,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,100,95,145,10,8,9,9,6,6,5,10,5,3.5,4,3.5,3.5,0,1,0,1
3393000,1,1,"Higher","Higher",110,NA,6,5.5,6,2.5,6.5,11,5,4,6.5,3,6.5,1,NA,NA,3.5,5,7,5.5,5.5,4.5,6,7,7,5,3.5,6.5,6.5,7,5.5,0,0,0,1,0,0,0,3,24,3,14,1,5,3,4,0,2,5,0,10,9,10,9,10,9,10,7,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,55,55,95,10,9,10,10,5,3,4,11,7,3.5,3,1.5,3.5,0,0,0,1
3403000,1,1,"Higher","Higher",105,NA,5,5,6.5,5,7,15,6,7,6.5,2.5,4,1,NA,NA,5.5,4.5,6,5.5,6,6,6.5,6.5,7,4.5,6.5,7,4.5,7,3.5,0,0,3,0,0,0,3,0,24,4,12,1,5,5,5,0,1,5,0,10,9,7,10,10,9,7,10,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,90,70,107,9,7,7,10,5,6,5,11,3.5,1.5,3.5,4.5,2,0,1,0,1
3404000,NA,NA,NA,NA,NA,NA,3,2.5,4,6.5,6.5,17,6,7,7,7,6.5,0,NA,NA,5.5,6,4.5,3,6,4,4.5,4,3,5,NA,NA,NA,NA,NA,4,1,4,3,NA,NA,NA,NA,19,3,9,1,3,NA,1,1,5,4,4,6,8,6,7,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,6,55,45,95,7,9,3,9,2,NA,2,10,4,1.5,4,7,6,1,0,1,1
3406000,1,1,"Higher","Higher",105,NA,5,6.5,5.5,6,6,14,7,7,7,4,6.5,0,NA,NA,4.5,5.5,5.5,6.5,6,3.5,6.5,7,7,6.5,3,6.5,4.5,5.5,5,0,1,1,0,0,0,0,2,17,4,14,1,4,4,4,0,1,5,0,10,8,9,10,10,9,10,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,90,75,129,9,10,8,10,5,4,3,11,7,7,7,1,7,0,0,0,1
3407000,1,1,"Higher","Higher",80,80,2.5,4.5,6,5.5,5,13,5,4.5,5,3.5,4.5,1,NA,NA,4,4.5,5.5,4,4.5,4,4.5,7,6.5,4.5,4,4.5,5,5,5.5,0,1,1,0,1,3,0,1,16,2,7,1,3,3,3,0,2,5,0,10,8,9,10,9,6,10,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,60,75,124,8,10,10,10,3,3,1,10,7,7,6,5,5.5,0,0,0,1
3408000,1,1,"Ordinary","Ordinary/Foundation",20,20,4.5,4.5,2.5,5,5,7,7,6.5,4.5,5,4.5,1,1,1,5,4,4.5,4,4.5,5.5,4,3.5,5,4,6.5,4,2.5,4,4.5,2,0,9,1,1,1,9,1,18,3,7,1,3,5,3,0,2,NA,NA,8,9,1,9,9,8,1,9,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,45,0,99,5,9,1,10,3,5,4,8,4,4.5,3,4.5,4.5,0,0,0,1
3409000,1,1,"Higher","Higher",115,NA,3,5,6,3.5,5.5,14,5,4,5,6,5.5,0,NA,NA,4,4,6,6,5.5,6.5,7,7,6,4.5,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,31,3,10,1,6,NA,5,0,1,3,0,10,9,9,10,NA,NA,NA,NA,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,85,100,121,9,10,10,10,6,6,5,12,7,6.5,6.5,3.5,7,0,0,0,1
3411000,1,1,"Ordinary","Higher",40,40,7,7,6,6.5,7,13,5.5,6,7,6.5,6,0,NA,NA,4,5.5,5,7,6,3.5,6,5,5.5,5.5,2,6.5,4,5,5.5,0,0,1,2,1,0,3,2,28,1,5,1,5,6,5,NA,NA,NA,NA,10,9,9,8,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,55,45,110,9,9,8,8,5,6,3,9,7,3.5,1.5,3,5.5,0,0,0,1
3413000,1,1,"Higher","Higher",125,NA,7,6.5,7,5.5,5,20,7,7,7,7,7,1,0,1,4.5,4.5,7,6.5,5,2.5,6.5,7,7,4.5,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,25,3,12,1,5,NA,5,0,2,1,1,10,9,9,10,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,90,50,124,10,10,8,9,5,NA,5,12,3.5,3.5,3,3.5,3,0,0,1,1
3416000,1,1,"Higher","Higher",110,NA,4.5,6,6,4,2,12,7,4.5,7,3.5,2.5,0,NA,NA,3,4.5,6,3,3.5,2.5,7,5,5,4.5,2.5,7,7,6.5,3,2,0,2,2,1,0,1,1,25,3,10,1,3,3,4,0,2,5,5,8,9,8,8,9,9,9,9,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,85,95,135,10,10,10,10,5,3,2,11,7,7,7,4.5,7,0,0,1,1
3422000,1,1,"Ordinary","Higher",15,15,4.5,6,3.5,6,7,13,4,6,5.5,5.5,2.5,0,0,1,5,4,2.5,4.5,6,4,3,6,6.5,6,4.5,5,4,6,4.5,0,2,3,0,0,1,3,0,30,3,10,1,2,2,1,0,2,4,4,10,7,7,10,10,8,7,10,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,80,55,110,10,8,9,8,3,2,2,9,5.5,1.5,3,3,3,0,0,1,1
3423000,1,1,"Foundation","Ordinary/Foundation",20,20,5,5.5,6.5,5.5,5,12,5,4.5,6,6.5,4.5,0,NA,NA,5.5,4,7,5.5,4.5,6.5,7,6.5,6.5,6.5,NA,NA,NA,NA,NA,0,1,2,0,NA,NA,NA,NA,12,2,5,1,3,NA,1,NA,NA,NA,NA,10,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,70,45,103,9,10,10,10,3,2,1,9,7,5.5,7,5,6.5,0,0,1,1
3425000,1,1,"Ordinary","Ordinary/Foundation",20,20,6.5,7,7,6.5,6.5,12,6.5,6.5,5.5,6,6,0,NA,NA,6,5,6,6.5,4.5,6,3.5,4.5,6,5.5,7,2,4,5,5,0,0,0,0,0,0,1,1,17,0,11,1,6,3,1,0,3,2,2,10,9,10,10,10,9,9,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,8,35,20,95,9,10,9,10,6,3,1,9,7,7,3.5,3.5,3,0,0,1,1
3427000,1,1,"Higher","Higher",95,95,4,3,3,6,6,16,6,5,5.5,5.5,4.5,1,NA,NA,5.5,4,3.5,3.5,5.5,4.5,4,4,4.5,3.5,6,4,6,5,3,3,5,5,3,2,4,2,3,NA,NA,NA,1,5,6,4,NA,NA,NA,NA,7,4,5,7,8,5,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,60,140,10,8,6,10,5,6,4,11,5,1,3,5,3,0,0,0,1
3428000,1,1,"Higher","Higher",113,NA,4.5,4.5,3.5,6,6,14,5,4.5,7,4,7,0,NA,NA,6,4.5,4,5,5.5,7,6.5,4.5,3,7,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,21,3,7,1,3,NA,3,NA,NA,NA,NA,8,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,50,85,117,9,10,5,10,3,5,4,12,6.5,1,5.5,3.5,6,0,0,1,1
3429000,1,1,"Higher","Higher",100,100,6.5,7,5,7,4.5,16,4.5,4.5,7,6.5,2.5,1,0,1,4.5,5,3,6.5,4.5,4.5,6.5,3.5,6.5,4,NA,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA,25,3,15,1,4,NA,3,0,2,5,5,9,9,10,8,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,90,75,154,10,10,8,7,4,NA,5,11,6.5,4,7,4.5,5,0,0,1,1
3430000,1,1,"Higher","Ordinary/Foundation",125,NA,4,7,6.5,6.5,5.5,16,6,4,5.5,4,4.5,1,NA,NA,6,6,6.5,6.5,4.5,4,6.5,4,4,4.5,6.5,7,7,6.5,7,0,0,0,0,0,0,1,0,27,3,9,1,3,3,3,0,2,5,5,10,9,10,10,10,9,9,10,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,60,85,121,7,10,10,10,4,4,5,12,7,7,1.5,7,6.5,0,0,1,1
3432000,1,1,"Higher","Higher",81,81,4,5.5,4,6.5,5,16,4.5,3.5,6,1.5,4.5,0,NA,NA,4.5,4.5,5,4.5,4,4,5,4,5.5,4.5,NA,NA,NA,NA,NA,2,1,2,0,NA,NA,NA,NA,22,4,11,1,3,NA,2,0,5,3,3,8,8,8,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,12,85,80,131,6,6,4,7,3,3,4,11,4.5,3.5,3.5,5,5.5,0,0,1,1
3437000,1,1,"Ordinary","Ordinary/Foundation",20,20,6.5,6,6,5.5,6,8,4.5,6.5,7,3.5,6.5,0,NA,NA,4.5,5.5,5,6,5.5,5,5.5,4,6,7,3.5,6,4.5,6,6,0,2,2,0,1,2,4,3,24,2,7,1,6,4,5,NA,NA,NA,NA,10,7,8,10,9,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,75,65,95,10,10,10,10,6,4,5,10,7,3.5,7,5,7,0,0,1,1
3439000,1,1,"Higher","Ordinary/Foundation",81,81,4.5,6.5,5.5,5,5.5,13,7,7,7,4,6,0,0,1,5.5,4,6,6.5,6,4,7,6.5,7,7,4,6,7,7,6.5,0,0,0,0,0,2,0,1,20,4,7,1,4,3,4,NA,NA,NA,NA,10,9,10,10,10,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,45,70,95,10,10,7,10,4,3,4,11,3.5,5.5,7,3.5,3.5,0,0,1,1
3442000,1,1,"Higher","Higher",113,NA,6.5,6,4.5,3,4,12,6.5,7,6.5,5,5,1,NA,NA,4,5,5,5.5,NA,4.5,6,7,6.5,5,6.5,6.5,5.5,6,5,0,0,0,2,0,1,1,2,19,4,15,1,5,5,5,0,5,4,4,10,9,10,8,10,8,9,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,11,95,85,124,10,10,10,9,6,6,5,12,7,5.5,7,3.5,6.5,0,0,1,1
3443000,1,1,"Higher","Higher",110,NA,4.5,5,4,4,3.5,18,6,6.5,7,6,6,1,NA,NA,4.5,4.5,5,6,5,5,5.5,4.5,6.5,6,6,4.5,6,6,6,0,0,0,1,1,1,0,1,25,4,6,1,3,3,2,NA,NA,NA,NA,10,9,10,9,9,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,70,50,124,10,10,10,10,3,3,4,11,7,5,7,7,3.5,0,0,0,1
3446000,1,1,"Higher","Higher",95,95,4.5,4,5.5,3.5,5,10,5.5,7,7,4.5,5,0,NA,NA,2.5,4,3,3.5,6,1.5,6.5,5,5.5,5,4.5,6.5,5,6,6,2,1,3,4,6,0,3,2,20,3,12,1,3,2,1,1,3,2,2,8,8,7,6,4,9,7,8,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,7,65,90,117,9,8,8,10,3,2,3,6,6.5,7,7,1.5,4,0,0,1,1
3447000,1,1,"Ordinary","Higher",60,60,3.5,6.5,3.5,6,6.5,16,3.5,6.5,7,7,5.5,0,NA,NA,5.5,4,4.5,6,6.5,7,3,5,7,7,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,27,4,13,1,3,NA,3,NA,NA,NA,NA,10,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,85,40,140,10,10,6,8,3,3,1,10,6,3,6.5,7,7,0,0,1,1
3448000,1,1,"Higher","Ordinary/Foundation",70,70,4,4.5,4.5,5.5,6,6,4,4.5,6.5,6,5.5,1,NA,NA,5.5,3.5,4,6,6,3.5,6,6,6,5,6,6,6.5,7,6,2,1,0,4,0,1,1,2,20,3,8,1,4,2,1,0,5,4,4,8,8,10,6,10,8,9,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,40,65,99,7,9,7,10,4,2,1,10,5,6,7,5,7,0,0,1,1
3449000,1,1,"Higher","Higher",102,NA,4,5,5.5,6,4.5,8,4,4,6.5,6.5,6.5,1,NA,NA,5.5,4,6,5.5,3,7,4.5,4.5,6,4.5,6,5,6,5.5,5,0,4,3,0,0,4,3,2,23,4,6,1,5,3,2,0,5,4,4,10,5,7,10,10,5,7,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,90,90,117,9,7,7,10,5,3,4,10,1.5,3,6.5,7,7,0,0,1,1
3450000,1,1,"Ordinary","Ordinary/Foundation",50,50,5,6,3,6,5,8,7,1,6.5,3.5,4.5,0,NA,NA,4,4.5,4.5,5.5,4.5,4.5,5,3,5,NA,NA,NA,NA,NA,NA,1,1,10,0,NA,NA,NA,NA,12,1,3,1,3,NA,1,0,5,4,4,9,8,0,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,40,30,99,8,8,2,10,3,5,1,8,1,1.5,4.5,4.5,3.5,0,0,1,1
3452000,1,1,"Ordinary","Higher",0,0,2,6.5,6.5,7,5,8,4.5,6,7,6,5,1,1,1,6.5,5.5,6.5,7,4.5,7,4,5.5,7,5,5.5,4,4.5,5.5,4,0,1,2,1,0,1,2,1,20,4,11,1,4,3,5,NA,NA,NA,NA,10,8,8,9,10,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,40,124,10,7,7,10,4,3,5,11,5,5,3.5,5,5,0,0,1,1
3453000,1,1,"Higher","Higher",81,81,5.5,6,5.5,5.5,6.5,19,5,6,4.5,7,5,1,NA,NA,6.5,4.5,6,6,7,7,5.5,7,5,6,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,24,3,11,1,4,NA,NA,0,2,5,0,8,8,9,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,85,45,140,9,7,9,9,4,NA,1,10,1,2.5,3.5,6,3.5,0,0,0,1
3454000,1,1,"Ordinary","Higher",30,30,4.5,5.5,4,4.5,6,NA,5,5,5,5,4.5,0,1,1,4.5,4,5,5,6.5,3.5,6.5,4,5,5.5,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,18,0,6,1,3,NA,4,NA,NA,NA,NA,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,70,50,129,8,10,10,9,4,NA,5,10,7,6.5,3,4.5,6.5,0,1,1,1
3455000,1,1,"Higher","Higher",70,70,4,6,4,5.5,5,15,6,3.5,4.5,5,6,1,NA,NA,4,4,3,6.5,5,6,6,5.5,7,6.5,4.5,6.5,6,6.5,6,1,0,0,0,0,0,0,1,25,3,11,1,5,2,NA,NA,NA,NA,NA,9,9,10,10,10,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,85,90,129,9,10,8,10,5,2,3,10,5.5,4,7,1.5,5.5,0,0,1,1
3456000,1,1,"Higher","Higher",91,91,3.5,6,6.5,6,5.5,15,4.5,4.5,6,5.5,6,1,1,1,6,5.5,5,5.5,6,6.5,3,6,5.5,6,6.5,6.5,7,7,7,1,2,2,0,1,2,3,0,21,3,5,1,4,6,4,0,2,5,0,9,7,8,10,9,7,7,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,35,50,107,8,10,9,10,4,6,4,11,4.5,5.5,6.5,6,5.5,0,0,0,1
3457000,1,1,"Higher","Higher",125,NA,5.5,7,4.5,4,6,25,7,4.5,7,4,4,1,NA,NA,3.5,5.5,6,7,5.5,4,6.5,7,7,7,NA,NA,NA,NA,NA,0,0,0,4,NA,NA,NA,NA,34,4,15,1,4,NA,3,0,2,2,3,10,9,10,6,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,12,95,95,117,7,7,10,8,4,5,3,12,3.5,1.5,6.5,3,3.5,0,0,1,1
3458000,1,1,"Ordinary","Higher",35,35,5.5,5,5,4.5,6.5,19,6,5,6,4,4.5,1,NA,NA,4,3.5,5.5,4.5,5.5,6.5,5.5,4,4.5,7,6.5,6.5,2,6,7,0,0,8,0,0,1,5,0,20,4,5,1,6,6,5,0,2,5,0,10,9,2,10,10,8,5,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,75,50,131,9,10,4,10,6,6,4,10,5,4,2.5,1,7,0,0,0,1
3459000,1,1,"Ordinary","Higher",45,45,4,3,5.5,6,6.5,15,6,6.5,6.5,6,6.5,1,NA,NA,6.5,6.5,6,3,7,5.5,5.5,5,3.5,6.5,4.5,4,4.5,4.5,5.5,5,1,1,0,3,3,1,0,21,4,7,0,6,3,3,NA,NA,NA,NA,5,8,9,10,7,6,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,85,40,124,7,10,9,10,6,3,3,11,6.5,6.5,6.5,5.5,3.5,0,1,0,1
3460000,1,1,"Ordinary","Higher",30,30,6.5,6.5,4.5,6.5,4,12,4.5,7,5,4,6.5,1,NA,NA,4.5,4,5,4.5,4.5,4.5,7,5,7,4.5,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,18,1,8,1,3,NA,2,NA,NA,NA,NA,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,45,25,121,10,10,7,10,3,3,3,7,7,7,7,4.5,7,0,0,0,1
3462000,1,1,"Higher","Higher",80,80,7,4,5,5.5,5,8,4.5,1,4.5,2.5,2,1,NA,NA,6,6,6,4,6,5.5,4.5,3,4,4,6.5,5.5,4,6.5,4.5,3,4,4,3,0,3,7,0,23,2,6,1,3,3,3,NA,NA,NA,NA,7,5,6,7,10,6,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,35,131,9,6,3,9,3,3,5,11,7,1.5,3,3,3.5,0,0,0,1
