"Household_ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_School_W3"
6197000,1,1,"Ordinary","Higher",60,60,5,2.5,7,5.5,7,19,6,1.5,5,4,5,1,NA,NA,5,4,6,3.5,6,5.5,7,7,5.5,6.5,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,36,4,13,0,4,NA,5,NA,NA,NA,NA,9,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6198000,1,1,"Higher","Higher",113,NA,6,5,4.5,7,7,18,6.5,7,6.5,4,2.5,1,NA,NA,7,3,5,4.5,7,7,5.5,6.5,7,5.5,6,4.5,6,6,5.5,0,1,0,1,2,1,2,1,38,4,13,0,4,6,3,0,5,5,5,10,8,10,9,8,8,8,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6199000,1,1,"Higher","Higher",102,NA,5,2.5,5,3.5,4,NA,7,5,5.5,3,5,1,NA,NA,3.5,4,4.5,3.5,4.5,3.5,6.5,5,5,5.5,4.5,3.5,3,3,5.5,1,1,0,1,7,1,0,2,23,4,14,0,5,5,5,0,5,5,5,9,8,10,9,3,8,10,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6202000,1,1,"Higher","Higher",102,NA,5,5.5,6.5,5,4.5,18,6,3,4.5,3.5,4.5,1,NA,NA,4,5.5,4.5,6,3.5,3,7,7,5.5,5,3.5,5,7,4.5,6,1,0,0,2,3,4,4,2,29,4,7,0,3,3,3,0,5,2,2,9,9,10,8,7,5,6,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6203000,NA,NA,NA,NA,NA,NA,4,2.5,3.5,5.5,6,20,4.5,6,6,3,5.5,0,NA,NA,5,4,4,3,6,5.5,4,4.5,5.5,6.5,5.5,4,4,3,5,2,3,2,2,4,7,4,1,21,2,10,0,2,3,5,0,5,2,2,8,6,8,8,6,2,6,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6204000,1,1,"Higher","Higher",115,NA,5,6,6,6.5,6,12,4.5,6.5,7,4.5,4.5,1,NA,NA,6.5,4.5,6,5.5,5.5,5,6,4.5,7,6,7,6.5,7,7,7,0,0,1,0,0,1,2,0,22,3,8,0,5,3,3,0,2,0,5,10,9,9,10,10,8,8,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6206000,1,1,"Ordinary","Higher",15,15,5,3.5,4.5,6,4.5,16,5,6,6.5,6.5,4.5,1,NA,NA,5.5,4.5,4,3,5,6.5,4,2.5,6,4.5,NA,NA,NA,NA,NA,0,2,3,3,NA,NA,NA,NA,31,3,12,0,3,NA,3,0,2,0,5,10,7,7,7,NA,NA,NA,NA,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6209000,1,1,"Ordinary","Higher",30,30,5,6,4,5,5,19,6.5,4.5,7,4.5,5.5,1,NA,NA,5,4.5,5,5.5,5.5,4.5,7,6,4.5,5,3,6,6.5,4.5,4.5,1,0,0,0,1,1,1,0,26,3,15,0,4,6,5,0,1,4,3,9,9,10,10,9,8,9,10,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
6210000,1,1,"Ordinary","Ordinary/Foundation",45,45,6.5,7,5.5,6,5,19,6.5,7,6.5,7,6.5,1,NA,NA,4.5,4.5,6.5,7,5,6.5,7,7,6.5,6.5,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,25,0,8,0,5,NA,4,NA,NA,NA,NA,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6211000,1,1,"Ordinary","Higher",28,28,7,7,7,6.5,7,12,7,7,7,3.5,6,1,NA,NA,6.5,5,7,4,6.5,5.5,7,7,7,7,7,6,7,6,6.5,0,0,0,0,0,0,1,1,18,1,8,0,4,5,4,0,2,0,5,10,9,10,10,10,9,9,9,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6212000,1,1,"Ordinary","Higher",50,50,5.5,6,4,4,5.5,17,4,4,6,3,4.5,0,NA,NA,4,5,4,5.5,5.5,4.5,7,4.5,5,6,5,7,4.5,4.5,7,3,0,4,0,1,0,3,1,29,4,12,0,5,5,3,0,2,0,5,7,9,6,10,9,9,7,9,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6213000,1,1,"Ordinary","Higher",28,28,5.5,3.5,5.5,6,6,NA,NA,NA,NA,NA,NA,1,1,0,6,5.5,4.5,6,6,7,7,6.5,7,3.5,6.5,7,4.5,3,5.5,1,0,1,0,3,0,4,0,31,2,9,0,5,3,NA,0,2,0,5,9,9,9,10,7,9,6,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6214000,1,1,"Ordinary","Higher",46,46,6,5.5,5.5,5.5,6,16,5.5,6.5,4,3,4,1,NA,NA,6,5,5.5,5.5,5,6,6.5,4.5,7,4,3.5,7,6.5,7,5.5,0,0,2,0,2,1,1,0,24,2,2,0,4,3,NA,0,2,0,5,10,9,8,10,8,8,9,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6215000,1,1,"Higher","Higher",102,NA,5.5,5,6,4.5,5,14,4.5,3,6,2.5,1,0,0,1,4.5,5,7,5,6,1,5.5,7,4.5,2.5,3,6,6.5,5.5,5.5,4,1,0,1,2,0,0,1,19,4,10,0,5,5,4,0,4,5,5,6,8,10,9,8,9,10,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6216000,1,1,"Higher","Higher",110,NA,7,5.5,5.5,4,7,16,4.5,5.5,4.5,5.5,6,1,NA,NA,4.5,7,4.5,7,7,4.5,7,6.5,7,5,6.5,7,7,6,6.5,0,0,1,0,1,0,2,0,29,3,16,0,6,5,5,0,4,5,5,10,9,9,10,9,9,8,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6217000,1,1,"Ordinary","Higher",37,37,5,4.5,5,5,4,17,5,4.5,6,5.5,6.5,1,NA,NA,6.5,5.5,6.5,3.5,5,5.5,6.5,6,5.5,6,6,4,6.5,4.5,4.5,0,1,3,0,0,1,2,0,25,1,5,0,3,3,3,NA,NA,NA,NA,10,8,7,10,10,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6220000,1,1,"Higher","Higher",91,91,7,2,3.5,2.5,6.5,18,5,3,7,3.5,6.5,1,NA,NA,2,5.5,4.5,2,7,5,5,5,5.5,6.5,6,6.5,4,6,6.5,0,0,0,0,0,2,2,1,19,2,12,0,6,6,4,NA,NA,NA,NA,10,9,10,10,10,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6221000,1,1,"Higher","Higher",81,81,5,3,5.5,3,4,15,4,4.5,5,4,5.5,1,NA,NA,5.5,5,6,5,5,4,5.5,7,5.5,6.5,5,4.5,6.5,3.5,5,0,0,1,4,4,1,1,1,22,3,12,0,3,2,NA,NA,NA,NA,NA,10,9,9,6,6,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6222000,1,1,"Higher","Higher",91,91,4,6,5,4,3.5,19,4,5.5,5.5,4.5,3.5,1,NA,NA,4.5,3.5,4,4.5,3,4.5,7,3.5,7,4.5,3.5,6,4.5,4,3.5,3,1,0,0,5,1,4,1,22,2,8,0,5,5,5,NA,NA,NA,NA,7,8,10,10,5,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6223000,1,1,"Ordinary","Ordinary/Foundation",15,15,6.5,4.5,6.5,7,7,15,5.5,5.5,7,6,5.5,0,NA,NA,6.5,5,6.5,3,6,4,4,5.5,3,5.5,5.5,6,3.5,4,5.5,3,1,6,2,3,0,5,1,21,1,5,0,5,3,5,NA,NA,NA,NA,7,8,4,8,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6224000,1,1,"Higher","Higher",75,75,5.5,4.5,5.5,5.5,6,13,6.5,6,6,6,7,1,NA,NA,6.5,5,7,3,4.5,3.5,3,7,4,4.5,NA,NA,NA,NA,NA,7,3,3,3,NA,NA,NA,NA,19,4,10,0,3,NA,3,NA,NA,NA,NA,3,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6226000,1,1,"Ordinary","Higher",30,30,5.5,6.5,6.5,6.5,5.5,17,5.5,6.5,7,6,6.5,1,NA,NA,6,5,7,6,7,7,7,7,4,4.5,5,7,5,4,7,5,1,3,0,1,1,3,0,24,2,8,0,4,5,5,NA,NA,NA,NA,5,8,7,10,9,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6227000,1,1,"Higher","Higher",NA,NA,1,1,2,7,5,22,NA,NA,NA,NA,NA,1,NA,NA,7,2.5,2,1.5,5,7,1.5,4.5,2,6.5,7,2.5,4,3.5,6.5,2,2,3,1,2,1,6,0,37,2,16,0,5,5,5,NA,NA,NA,NA,8,7,7,9,8,8,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6228000,1,1,"Ordinary","Higher",45,45,6,7,6.5,4.5,6.5,NA,4.5,3.5,5,4.5,7,0,0,0,4.5,4,7,6,6,5.5,6.5,7,4.5,6.5,6.5,7,7,5.5,7,2,0,0,0,1,0,1,0,23,1,6,0,3,2,3,NA,NA,NA,NA,8,9,10,10,9,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6229000,1,1,"Ordinary","Ordinary/Foundation",15,15,6,7,5.5,4,5,14,4.5,4.5,6.5,7,3.5,1,NA,NA,7,4.5,6,5.5,6,6.5,5.5,5,4.5,5.5,6.5,7,7,7,7,5,1,5,0,1,0,0,0,19,1,7,0,3,2,1,0,2,0,5,5,8,5,10,9,9,10,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6231000,1,1,"Higher","Higher",75,75,5,2,4,5.5,6.5,12,6,6,7,4.5,6.5,1,NA,NA,4.5,3.5,5.5,5,5.5,4,5,6.5,6,6.5,6.5,6.5,6.5,6.5,6,0,2,2,3,0,1,0,0,24,2,8,0,5,5,NA,0,1,5,4,10,7,8,7,10,8,10,10,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
6232000,1,1,"Ordinary","Higher",20,20,5,5.5,6,5,6.5,22,5.5,4,6.5,3,5.5,1,NA,NA,5,5,6,4.5,7,3.5,3.5,4,4.5,5.5,5,3.5,5,6.5,5,0,2,1,3,1,2,3,0,25,3,10,0,4,5,5,0,1,4,3,10,7,9,7,9,7,7,10,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
6233000,1,1,"Ordinary","Higher",30,30,4.5,4.5,6,6,5.5,12,4.5,4,5.5,5.5,4,1,0,1,6,5,7,4.5,6,4.5,5,5.5,5.5,4,NA,NA,NA,NA,NA,4,3,2,0,NA,NA,NA,NA,19,1,6,0,3,NA,4,0,1,0,5,6,6,8,10,NA,NA,NA,NA,1,0,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6234000,1,1,"Ordinary","Higher",15,15,2.5,3.5,4.5,2.5,5,16,5.5,4.5,5.5,4.5,7,1,NA,NA,5,3.5,4.5,2,7,4,6,5.5,6.5,7,4.5,7,7,7,6.5,0,0,2,0,0,0,0,0,17,2,8,0,5,5,4,0,2,NA,NA,10,9,8,10,10,9,10,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6235000,1,1,"Ordinary","Higher",50,50,6,4.5,6,4,6,25,6,6.5,4.5,6,5.5,1,NA,NA,2.5,3.5,4.5,1.5,6.5,4,6.5,6,4.5,5.5,5.5,7,7,4.5,5.5,6,0,0,3,5,0,0,3,33,4,13,0,3,3,3,0,2,NA,NA,4,9,10,7,5,9,10,7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6237000,1,1,"Higher","Higher",75,75,6.5,6,6,5.5,6.5,16,6,5.5,7,5.5,6,1,NA,NA,5.5,4,5.5,4.5,6.5,5,5,7,6.5,7,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,27,3,16,0,3,NA,3,0,2,NA,NA,9,9,10,10,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6238000,1,1,"Ordinary","Higher",30,30,4,3,5.5,5.5,5.5,16,6.5,6.5,7,7,7,0,NA,NA,6.5,4,4.5,2,4,6.5,7,7,3.5,7,7,6.5,6.5,6.5,7,2,0,1,1,0,0,0,0,26,3,17,0,5,3,5,0,5,5,5,8,9,9,9,10,9,10,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6239000,1,1,"Ordinary","Higher",15,15,5.5,5.5,6,4.5,5.5,12,4.5,4.5,6,4.5,7,1,0,1,5,5,5.5,5.5,4.5,4.5,4.5,6.5,6,5.5,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,NA,NA,14,2,5,0,5,NA,5,0,5,5,5,8,8,9,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6240000,1,1,"Ordinary","Ordinary/Foundation",50,50,5,5.5,6,5.5,6.5,12,6,7,5.5,2,4.5,1,0,1,5,4.5,5.5,5,5.5,7,6.5,5.5,3.5,6.5,7,7,5.5,7,7,5,0,4,0,4,0,4,0,14,1,5,0,5,5,4,NA,NA,NA,NA,5,9,6,10,6,9,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6242000,1,1,"Higher","Higher",115,NA,5.5,3.5,6.5,4.5,6,20,7,5,5,1,7,1,NA,NA,4,5.5,5.5,4.5,5.5,4,6,7,6,5,4.5,5,7,6,4.5,3,0,1,1,2,2,0,1,25,2,16,0,6,6,3,0,5,5,5,7,9,9,9,8,7,10,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6244000,1,1,"Ordinary","Higher",46,46,7,6.5,7,4.5,6.5,14,6.5,6.5,6.5,6,3,1,0,1,4.5,5,7,5.5,7,3.5,7,7,4.5,6.5,4,4.5,7,5,6,5,0,0,1,1,1,4,2,18,3,9,0,3,3,5,0,4,2,2,5,9,10,9,9,8,6,8,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6246000,1,1,"Ordinary","Higher",37,37,5.5,6,4.5,7,6.5,17,7,5,5,2.5,5,1,NA,NA,3,6.5,5.5,5,7,5.5,7,7,6,7,4.5,5,6,4.5,5.5,3,0,1,0,6,1,2,1,23,3,11,0,6,4,4,0,2,0,5,7,9,9,10,4,8,8,9,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6247000,1,1,"Higher","Higher",70,70,6,2,6,5,5.5,18,7,5,4.5,4.5,7,1,NA,NA,5.5,7,6.5,4.5,6,4.5,7,7,5.5,7,5,6,7,4.5,7,3,0,0,0,4,1,1,0,29,4,8,0,3,3,3,0,2,NA,NA,7,9,10,10,6,8,9,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6248000,1,1,"Ordinary","Higher",45,45,7,5,4.5,7,6.5,11,6.5,4,6.5,6,7,1,NA,NA,7,5.5,7,6.5,7,6,6.5,7,4,4.5,7,6.5,7,6.5,6,2,1,2,0,1,1,0,0,15,1,10,0,3,1,2,0,4,5,5,8,8,8,10,9,8,10,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6249000,1,1,"Higher","Higher",100,100,6.5,3,4.5,5.5,5.5,22,3.5,6.5,5,5.5,5.5,1,0,1,4.5,5,4.5,3,6.5,6.5,7,4.5,5.5,5.5,6.5,7,4.5,6.5,6,2,0,0,1,0,0,1,2,39,4,12,0,6,6,4,0,4,5,5,8,9,10,9,10,9,9,8,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6250000,1,1,"Ordinary","Higher",30,30,6.5,2,3.5,4.5,4.5,16,3.5,3.5,7,1,7,1,NA,NA,5,5.5,4,1,6.5,6.5,7,6,4.5,6.5,6,7,4.5,3,6,4,1,4,0,5,1,4,0,29,3,10,0,4,3,NA,0,2,0,5,6,8,6,10,5,8,6,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6251000,1,1,"Ordinary","Higher",35,35,7,3.5,5.5,4,6,14,3.5,3.5,7,1,7,1,NA,NA,5,6,6.5,4.5,6,6.5,6.5,6.5,6,6.5,6.5,3.5,6,3,5.5,4,0,2,0,5,3,4,0,25,2,11,0,4,3,NA,0,2,0,5,6,9,8,10,5,6,6,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6253000,1,1,"Higher","Ordinary/Foundation",115,NA,4.5,5,5,5.5,6.5,19,7,5,4.5,6.5,5.5,0,NA,NA,4.5,5,3.5,3,6.5,4.5,6.5,4.5,4.5,5.5,6,5,4,6,7,2,1,0,0,0,1,1,0,20,4,15,0,3,5,3,0,2,0,5,8,8,10,10,10,8,9,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6254000,1,1,"Ordinary","Higher",35,35,3.5,4.5,5.5,5,4.5,17,5,4.5,6,3,7,0,NA,NA,4.5,5.5,5.5,5,7,4,4,6,5.5,5,2,5,3,5,6,4,1,1,2,4,1,1,2,20,2,15,0,6,5,5,0,1,0,5,6,8,9,8,6,8,9,8,1,0,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6255000,1,1,"Higher","Higher",91,91,6,5,4,3,4,13,5,6.5,6,4,5.5,1,NA,NA,4.5,5.5,4,5,4.5,3.5,6.5,6.5,6,5,NA,NA,NA,NA,NA,2,4,0,1,NA,NA,NA,NA,22,4,11,0,3,NA,1,0,4,5,5,8,5,10,9,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6256000,1,1,"Ordinary","Higher",46,46,4.5,3,4.5,6,4.5,19,3,3,7,3,5,1,NA,NA,5.5,4,4.5,2.5,4,4.5,5,5.5,2.5,5.5,NA,NA,NA,NA,NA,4,3,5,2,NA,NA,NA,NA,27,2,15,0,4,NA,4,0,2,0,5,6,6,5,8,NA,NA,NA,NA,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6257000,1,1,"Higher","Higher",81,81,6.5,5,5.5,6,7,19,NA,NA,NA,NA,NA,1,NA,NA,6.5,4.5,4.5,6,7,6.5,6.5,5,6.5,7,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,22,2,10,0,5,NA,5,0,2,0,5,10,9,8,10,NA,NA,NA,NA,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6258000,1,1,"Higher","Higher",91,91,4.5,4,4.5,5.5,4,20,6.5,4.5,7,5,5,1,NA,NA,4.5,4.5,4,6,5.5,3.5,6,6,6.5,5.5,NA,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA,32,4,16,0,4,NA,2,NA,NA,NA,NA,9,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261000,1,1,"Ordinary","Higher",40,40,3.5,5.5,2.5,6,4,19,4.5,5,7,6.5,4,1,NA,NA,3,3,2.5,6,6.5,3.5,7,5,7,4.5,3.5,4,5.5,4.5,6,0,0,3,1,0,0,0,0,32,2,17,0,3,4,4,NA,NA,NA,NA,10,9,7,9,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6262000,1,1,"Higher","Higher",102,NA,6.5,4,6,5,4,16,4.5,3.5,6,6,4,1,NA,NA,5,4.5,6,3.5,4,4.5,4.5,4.5,4,4,5,4.5,4.5,4,4.5,2,1,0,1,0,0,0,0,28,4,14,0,4,4,2,0,2,0,5,8,8,10,9,10,9,10,10,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6264000,1,1,"Higher","Higher",81,81,7,5,5,6.5,7,9,4.5,4,6.5,4,6.5,0,NA,NA,6,6.5,6,6,6,6,6,4,5,5.5,5.5,5.5,5.5,4.5,6,0,1,4,1,3,1,4,0,28,1,7,0,2,3,4,0,5,5,5,10,8,6,9,7,8,6,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6265000,1,1,"Higher","Higher",95,95,4,5,5,3.5,4.5,21,7,6,6,4,7,1,NA,NA,5,2.5,5,5,5,4,6,4.5,5.5,7,4.5,3.5,4.5,5.5,6.5,0,0,0,3,2,2,2,5,30,4,17,0,3,5,4,0,5,5,5,10,9,10,7,8,7,8,5,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6267000,1,1,"Ordinary","Higher",15,NA,4,3.5,4.5,6,7,19,4.5,6,4,3,6.5,1,NA,NA,4,3,5,3,6,3.5,6,4.5,4,6,1,6,4.5,4.5,6.5,3,1,2,1,5,1,2,2,26,1,10,0,4,4,4,0,5,5,5,7,8,8,9,5,8,8,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6268000,1,1,"Foundation","Ordinary/Foundation",0,0,5.5,4.5,5.5,3,4,13,7,4,7,4,6,0,NA,NA,4,5.5,6.5,3.5,4,4,5,5,4.5,3,4,6,4.5,4.5,3.5,2,1,2,1,2,3,3,3,16,0,5,0,3,2,1,0,5,5,5,8,8,8,9,8,6,7,7,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6270000,1,1,"Foundation","Ordinary/Foundation",0,0,7,3.5,4,6,5,10,7,4,4.5,6.5,6.5,1,0,1,6.5,4,6.5,5,5.5,4.5,4,4,6.5,6,4,5,5.5,4.5,5.5,7,1,4,0,6,3,5,3,19,1,5,0,3,2,3,0,5,5,5,3,8,6,10,4,6,5,7,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6271000,1,1,"Foundation","Ordinary/Foundation",0,0,5.5,2,5,6,5,21,6,4.5,5.5,5,6,1,NA,NA,6,4.5,6,2.5,5,7,7,7,7,7,6,6.5,7,7,6,1,0,0,0,0,0,0,0,25,4,16,0,4,6,5,0,5,5,5,9,9,10,10,10,9,10,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
6272000,1,1,"Ordinary","Higher",46,46,3.5,2,1.5,3,6,21,6,3,4.5,2.5,5,1,0,1,3.5,4,1.5,2,5.5,2.5,4,3,3.5,7,4,4.5,3,4.5,6.5,8,2,4,1,2,1,4,0,32,3,11,0,6,6,3,0,2,NA,NA,2,7,6,9,8,8,6,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6274000,1,1,"Higher","Higher",95,95,6,4.5,4,5.5,6.5,16,5.5,3,6,4,5.5,1,0,1,5,5,4,4,6.5,3.5,4.5,5,4.5,6,6.5,7,4,7,7,0,0,3,1,0,0,1,0,29,3,7,0,6,6,3,0,2,NA,NA,10,9,7,9,10,9,9,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6275000,1,1,"Higher","Higher",105,NA,7,4.5,6,6.5,7,19,5.5,3,6,4,5.5,1,NA,NA,5.5,5,4,5.5,6,6,5,6.5,4.5,6,6.5,7,5.5,7,7,1,0,4,1,0,0,0,0,29,4,6,0,6,6,3,0,2,NA,NA,9,9,6,9,10,9,10,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6276000,1,1,"Higher","Higher",102,NA,5,4.5,6.5,6,5.5,20,6,5,6.5,6,5.5,0,NA,NA,6,5,6.5,6,6.5,5,5,6,7,6,6,6.5,7,6.5,7,0,0,1,1,0,0,0,0,39,2,11,0,6,3,NA,0,3,4,4,10,9,9,9,10,9,10,10,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
6278000,1,1,"Higher","Higher",71,71,6.5,4,4.5,1.5,3.5,23,5,4.5,6.5,4,6.5,1,0,1,2.5,4.5,6.5,3,3,3.5,7,7,6.5,6,4,7,7,7,4,0,0,0,1,0,0,0,1,28,2,7,0,4,4,5,0,4,5,5,10,9,10,9,10,9,10,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
6279000,1,1,"Ordinary","Higher",46,46,4.5,6,4.5,5.5,5,13,5.5,6,5.5,4,4.5,1,NA,NA,5.5,5,4,5.5,4,4.5,6,4.5,6,5,4,7,3,7,5.5,2,1,1,1,0,0,0,0,32,3,4,0,3,4,NA,NA,NA,NA,NA,8,8,9,9,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6280000,1,1,"Higher","Higher",71,71,5.5,4,6.5,3.5,5,19,6,4,3,4,5,1,NA,NA,4,4.5,7,4.5,4,4,4,7,6.5,4.5,2.5,3,7,5,4,0,2,1,5,2,2,1,4,33,2,11,0,3,6,5,0,2,0,5,10,7,9,5,8,7,9,6,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6281000,1,1,"Higher","Higher",113,NA,6,4.5,5.5,5.5,5,16,NA,NA,NA,NA,NA,1,NA,NA,4.5,4.5,5,4.5,4.5,4.5,5.5,7,5.5,4,5.5,7,6.5,6,7,0,0,1,0,0,1,0,1,22,2,9,0,5,5,3,0,2,0,5,10,9,9,10,10,8,10,9,0,1,0,0,0,"Girls Only",1,0,0,"Girls Only",1,0,0
6282000,1,1,"Ordinary","Higher",45,45,4.5,4,4,5,6,12,5,6.5,6,4,4.5,1,0,1,4.5,4,6,5,6,6,6,4.5,6,6.5,6.5,5.5,5,6,5,2,1,4,2,0,1,3,3,12,2,11,0,2,6,2,NA,NA,NA,NA,8,8,6,8,10,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
